Vehicle Tag	;	Date	;	Time In	;	Direction	;	Category	;	Location
328	;	09/08/2016	;	05:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
329	;	09/08/2016	;	05:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
330	;	09/08/2016	;	05:30:00	;	Entry	;	Passenger Car	;	Iwo Road
331	;	09/08/2016	;	05:32:12	;	Entry	;	Passenger Car	;	Iwo Road
332	;	09/08/2016	;	05:39:32	;	Entry	;	Passenger Car	;	Iwo Road
333	;	09/08/2016	;	06:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
334	;	09/08/2016	;	06:15:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
335	;	09/08/2016	;	06:30:00	;	Entry	;	Bus	;	Iwo Road
336	;	09/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
337	;	09/08/2016	;	07:00:00	;	Entry	;	Bus	;	Iwo Road
338	;	09/08/2016	;	07:15:00	;	Entry	;	Bus	;	Iwo Road
339	;	09/08/2016	;	07:30:00	;	Entry	;	Passenger Car	;	Iwo Road
340	;	09/08/2016	;	07:45:00	;	Entry	;	Passenger Car	;	Iwo Road
341	;	09/08/2016	;	07:55:34	;	Entry	;	Bus	;	Iwo Road
342	;	09/08/2016	;	07:58:54	;	Exit	;	Bus	;	Iwo Road
343	;	09/08/2016	;	08:00:00	;	Exit 	;	2-axle Trailer	;	Iwo Road
344	;	09/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
345	;	09/08/2016	;	08:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
346	;	09/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
347	;	09/08/2016	;	09:00:00	;	Exit 	;	Passenger Car	;	Iwo Road
348	;	09/08/2016	;	09:15:00	;	Exit	;	Bus	;	Iwo Road
349	;	09/08/2016	;	09:30:00	;	Entry	;	Bus	;	Iwo Road
350	;	09/08/2016	;	09:45:00	;	Exit	;	3-axle Trailer 	;	Iwo Road
351	;	09/08/2016	;	10:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
352	;	09/08/2016	;	10:15:00	;	Exit	;	Passenger Car 	;	Iwo Road
353	;	09/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
354	;	09/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
355	;	09/08/2016	;	11:00:00	;	Entry	;	Bus	;	Iwo Road
356	;	09/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
357	;	09/08/2016	;	12:56:12	;	Exit	;	Passenger Car	;	Iwo Road
358	;	09/08/2016	;	12:58:58	;	Exit	;	Bus	;	Iwo Road
359	;	09/08/2016	;	13:30:00	;	Exit	;	Bus	;	Iwo Road
360	;	09/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
361	;	09/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
362	;	09/08/2016	;	14:15:00	;	Exit	;	Passenger Car	;	Iwo Road
363	;	09/08/2016	;	14:30:00	;	Exit	;	Bus	;	Iwo Road
364	;	09/08/2016	;	14:44:00	;	Entry	;	2-axle Trailer 	;	Iwo Road
365	;	09/08/2016	;	15:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
366	;	09/08/2016	;	16:00:00	;	Exit	;	Passenger Car 	;	Iwo Road
367	;	09/08/2016	;	16:15:00	;	Exit	;	Passenger Car	;	Iwo Road
368	;	09/08/2016	;	16:30:00	;	Exit	;	Passenger Car	;	Iwo Road
369	;	09/08/2016	;	16:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
370	;	09/08/2016	;	17:00:00	;	Exit	;	2-axle Trailer 	;	Iwo Road
371	;	09/08/2016	;	17:15:00	;	Exit	;	Passenger Car	;	Iwo Road
372	;	09/08/2016	;	17:30:00	;	Exit	;	Bus	;	Iwo Road
373	;	09/08/2016	;	17:45:00	;	Exit	;	Bus	;	Iwo Road
374	;	09/08/2016	;	18:15:13	;	Entry	;	Passenger Car	;	Iwo Road
375	;	09/08/2016	;	18:45:22	;	Entry	;	Passenger Car	;	Iwo Road
376	;	09/08/2016	;	18:55:21	;	Entry	;	2-axle Trailer	;	Iwo Road
377	;	09/08/2016	;	19:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
378	;	09/08/2016	;	19:45:00	;	Exit	;	Passenger Car	;	Iwo Road
379	;	09/08/2016	;	20:00:00	;	Entry	;	Bus	;	Iwo Road
380	;	09/08/2016	;	20:15:00	;	Entry	;	Bus	;	Iwo Road
381	;	09/08/2016	;	20:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
382	;	09/08/2016	;	20:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
383	;	09/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
384	;	09/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
385	;	09/08/2016	;	21:30:00	;	Exit	;	Passenger Car	;	Iwo Road
386	;	09/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
387	;	09/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
388	;	09/08/2016	;	22:15:00	;	Entry	;	Passenger Car	;	Iwo Road
389	;	09/08/2016	;	22:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
390	;	09/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
391	;	09/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
392	;	09/08/2016	;	23:15:00	;	Exit	;	Bus	;	Iwo Road
393	;	09/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
394	;	09/08/2016	;	23:45:00	;	Exit	;	Passenger Car	;	Iwo Road
395	;	10/08/2016	;	02:07:45	;	Entry	;	Bus	;	Iwo Road
396	;	10/08/2016	;	03:06:56	;	Entry	;	Passenger Car	;	Iwo Road
397	;	10/08/2016	;	03:12:45	;	Entry	;	Passenger Car	;	Iwo Road
398	;	10/08/2016	;	04:10:45	;	Entry	;	Bus	;	Iwo Road
399	;	10/08/2016	;	05:45:00	;	Entry	;	Bus	;	Iwo Road
400	;	10/08/2016	;	06:00:00	;	Entry	;	Passenger Car	;	Iwo Road
401	;	10/08/2016	;	06:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
402	;	10/08/2016	;	06:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
403	;	10/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
404	;	10/08/2016	;	07:00:00	;	Entry	;	Passenger Car	;	Iwo Road
405	;	10/08/2016	;	07:19:44	;	Exit	;	Passenger Car	;	Iwo Road
406	;	10/08/2016	;	07:59:00	;	Exit	;	Bus	;	Iwo Road
407	;	10/08/2016	;	08:45:00	;	Entry	;	Bus	;	Iwo Road
408	;	10/08/2016	;	09:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
409	;	10/08/2016	;	09:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
410	;	10/08/2016	;	09:30:00	;	Exit	;	Bus 	;	Iwo Road
411	;	10/08/2016	;	09:45:00	;	Entry	;	Passenger Car	;	Iwo Road
412	;	10/08/2016	;	10:00:00	;	Exit	;	Passenger Car	;	Iwo Road
413	;	10/08/2016	;	10:15:00	;	Exit	;	Bus	;	Iwo Road
414	;	10/08/2016	;	10:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
415	;	10/08/2016	;	10:45:00	;	Entry	;	Passenger Car	;	Iwo Road
416	;	10/08/2016	;	11:00:00	;	Entry	;	Passenger Car	;	Iwo Road
417	;	10/08/2016	;	12:15:00	;	Exit	;	Bus	;	Iwo Road
418	;	10/08/2016	;	12:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
419	;	10/08/2016	;	12:45:00	;	Entry	;	Passenger Car	;	Iwo Road
420	;	10/08/2016	;	13:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
421	;	10/08/2016	;	13:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
422	;	10/08/2016	;	13:30:00	;	Exit	;	Passenger Car	;	Iwo Road
423	;	10/08/2016	;	13:45:00	;	Entry	;	Passenger Car	;	Iwo Road
424	;	10/08/2016	;	14:00:00	;	Entry	;	Bus	;	Iwo Road
425	;	10/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
426	;	10/08/2016	;	14:30:00	;	Entry	;	Passenger Car	;	Iwo Road
427	;	10/08/2016	;	14:45:00	;	Entry	;	Bus	;	Iwo Road
428	;	10/08/2016	;	14:56:43	;	Entry	;	2-axle Trailer	;	Iwo Road
429	;	10/08/2016	;	15:32:34	;	Entry	;	Bus	;	Iwo Road
430	;	10/08/2016	;	15:45:00	;	Entry	;	Passenger Car	;	Iwo Road
431	;	10/08/2016	;	16:00:00	;	Entry	;	Passenger Car	;	Iwo Road
432	;	10/08/2016	;	16:15:00	;	Entry	;	Bus	;	Iwo Road
433	;	10/08/2016	;	16:30:00	;	Exit	;	Bus	;	Iwo Road
434	;	10/08/2016	;	16:45:00	;	Exit	;	Bus	;	Iwo Road
435	;	10/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
436	;	10/08/2016	;	19:02:21	;	Entry	;	Passenger Car	;	Iwo Road
437	;	10/08/2016	;	19:22:45	;	Exit	;	Bus	;	Iwo Road
438	;	10/08/2016	;	19:54:12	;	Exit	;	Bus	;	Iwo Road
439	;	10/08/2016	;	19:58:12	;	Exit	;	Passenger Car	;	Iwo Road
440	;	10/08/2016	;	19:59:00	;	Entry	;	Passenger Car	;	Iwo Road
441	;	10/08/2016	;	20:15:00	;	Exit	;	Passenger Car	;	Iwo Road
442	;	10/08/2016	;	20:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
443	;	10/08/2016	;	20:45:00	;	Entry	;	2-axle Trailer	;	Iwo Road
444	;	10/08/2016	;	21:00:00	;	Exit	;	Passenger Car	;	Iwo Road
445	;	10/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
446	;	10/08/2016	;	21:30:00	;	Entry	;	Passenger Car 	;	Iwo Road
447	;	10/08/2016	;	21:45:00	;	Entry	;	Bus 	;	Iwo Road
448	;	10/08/2016	;	22:00:00	;	Entry	;	Bus	;	Iwo Road
449	;	10/08/2016	;	22:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
450	;	11/08/2016	;	01:15:51	;	Exit	;	Bus 	;	Iwo Road
451	;	11/08/2016	;	02:32:45	;	Exit	;	Passenger Car	;	Iwo Road
452	;	11/08/2016	;	04:14:56	;	Entry	;	Passenger Car	;	Iwo Road
453	;	11/08/2016	;	04:15:00	;	Exit	;	Passenger Car	;	Iwo Road
454	;	11/08/2016	;	04:30:00	;	Exit	;	Passenger Car	;	Iwo Road
455	;	11/08/2016	;	04:45:00	;	Entry	;	Passenger Car	;	Iwo Road
456	;	11/08/2016	;	05:00:00	;	Entry	;	Passenger Car	;	Iwo Road
457	;	11/08/2016	;	05:15:00	;	Entry	;	Bus 	;	Iwo Road
458	;	11/08/2016	;	05:30:00	;	Exit	;	Passenger Car	;	Iwo Road
459	;	11/08/2016	;	05:45:00	;	Exit	;	Bus	;	Iwo Road
460	;	11/08/2016	;	06:00:00	;	Entry	;	Bus	;	Iwo Road
461	;	11/08/2016	;	06:15:00	;	Entry	;	Bus	;	Iwo Road
462	;	11/08/2016	;	06:17:32	;	Entry	;	Passenger Car	;	Iwo Road
463	;	11/08/2016	;	06:22:45	;	Entry	;	Bus	;	Iwo Road
464	;	11/08/2016	;	07:15:00	;	Entry	;	Passenger Car	;	Iwo Road
465	;	11/08/2016	;	07:30:00	;	Entry	;	Bus	;	Iwo Road
466	;	11/08/2016	;	07:45:00	;	Entry	;	Bus	;	Iwo Road
467	;	11/08/2016	;	08:00:00	;	Exit	;	Passenger Car	;	Iwo Road
468	;	11/08/2016	;	08:15:00	;	Exit	;	2-axle Trailer	;	Iwo Road
469	;	11/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
470	;	11/08/2016	;	08:45:00	;	Entry	;	Passenger Car	;	Iwo Road
471	;	11/08/2016	;	09:00:00	;	Entry	;	Bus	;	Iwo Road
472	;	11/08/2016	;	09:15:00	;	Entry	;	Passenger Car 	;	Iwo Road
473	;	11/08/2016	;	09:30:00	;	Entry	;	Bus 	;	Iwo Road
474	;	11/08/2016	;	09:45:00	;	Entry	;	Bus	;	Iwo Road
475	;	11/08/2016	;	10:00:00	;	Entry	;	Passenger Car 	;	Iwo Road
476	;	11/08/2016	;	10:10:10	;	Entry	;	Bus 	;	Iwo Road
477	;	11/08/2016	;	11:15:00	;	Entry	;	Passenger Car	;	Iwo Road
478	;	11/08/2016	;	11:30:00	;	Entry	;	Passenger Car	;	Iwo Road
479	;	11/08/2016	;	11:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
480	;	11/08/2016	;	12:00:00	;	Exit	;	Bus	;	Iwo Road
481	;	11/08/2016	;	12:14:52	;	Entry	;	Passenger Car	;	Iwo Road
482	;	11/08/2016	;	12:45:56	;	Exit	;	Passenger Car	;	Iwo Road
483	;	11/08/2016	;	13:30:00	;	Entry	;	Bus	;	Iwo Road
484	;	11/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
485	;	11/08/2016	;	14:00:00	;	Entry	;	Passenger Car	;	Iwo Road
486	;	11/08/2016	;	14:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
487	;	11/08/2016	;	14:30:00	;	Entry	;	3-axle Trailer	;	Iwo Road
488	;	11/08/2016	;	14:45:00	;	Entry	;	Passenger Car	;	Iwo Road
489	;	11/08/2016	;	15:00:00	;	Entry	;	Passenger Car	;	Iwo Road
490	;	11/08/2016	;	15:15:00	;	Entry	;	Bus	;	Iwo Road
491	;	11/08/2016	;	15:30:00	;	Entry	;	Passenger Car	;	Iwo Road
492	;	11/08/2016	;	17:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
493	;	11/08/2016	;	17:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
494	;	11/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
495	;	11/08/2016	;	18:15:00	;	Exit	;	Bus	;	Iwo Road
496	;	11/08/2016	;	18:30:00	;	Exit	;	Passenger Car	;	Iwo Road
497	;	11/08/2016	;	18:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
498	;	11/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
499	;	11/08/2016	;	19:15:00	;	Exit	;	Bus	;	Iwo Road
500	;	11/08/2016	;	19:30:00	;	Exit	;	Bus	;	Iwo Road
501	;	11/08/2016	;	19:45:00	;	Exit	;	2-axle Trailer	;	Iwo Road
502	;	11/08/2016	;	20:15:00	;	Exit	;	Bus	;	Iwo Road
503	;	11/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
504	;	11/08/2016	;	20:45:00	;	Exit	;	Passenger Car	;	Iwo Road
505	;	11/08/2016	;	21:00:00	;	Entry	;	Bus	;	Iwo Road
506	;	11/08/2016	;	21:15:00	;	Exit	;	Passenger Car	;	Iwo Road
507	;	11/08/2016	;	21:30:00	;	Entry	;	Passenger Car	;	Iwo Road
508	;	11/08/2016	;	21:45:00	;	Entry	;	Bus	;	Iwo Road
509	;	11/08/2016	;	22:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
510	;	11/08/2016	;	22:15:00	;	Entry	;	Bus	;	Iwo Road
511	;	11/08/2016	;	22:30:00	;	Exit	;	Passenger Car	;	Iwo Road
512	;	11/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
513	;	11/08/2016	;	23:00:00	;	Exit	;	Bus	;	Iwo Road
514	;	12/08/2016	;	00:01:12	;	Exit	;	Bus	;	Iwo Road
515	;	12/08/2016	;	00:12:43	;	Entry	;	Bus	;	Iwo Road
516	;	12/08/2016	;	00:15:00	;	Exit	;	Passenger Car	;	Iwo Road
517	;	12/08/2016	;	00:30:00	;	Entry	;	Passenger Car	;	Iwo Road
518	;	12/08/2016	;	00:45:00	;	Entry 	;	Bus	;	Iwo Road
519	;	12/08/2016	;	01:00:00	;	Entry 	;	Bus	;	Iwo Road
520	;	12/08/2016	;	01:15:00	;	Entry	;	Passenger Car	;	Iwo Road
521	;	12/08/2016	;	01:30:00	;	Exit 	;	Passenger Car	;	Iwo Road
522	;	12/08/2016	;	01:45:00	;	Entry 	;	Passenger Car	;	Iwo Road
523	;	12/08/2016	;	02:00:00	;	Entry	;	Passenger Car	;	Iwo Road
524	;	12/08/2016	;	02:15:00	;	Entry	;	Bus	;	Iwo Road
525	;	12/08/2016	;	02:30:00	;	Entry	;	Passenger Car	;	Iwo Road
526	;	12/08/2016	;	02:45:00	;	Entry	;	Bus	;	Iwo Road
527	;	12/08/2016	;	03:00:00	;	Entry	;	Passenger Car	;	Iwo Road
528	;	12/08/2016	;	03:15:00	;	Entry	;	Bus	;	Iwo Road
529	;	12/08/2016	;	03:30:00	;	Entry	;	Bus	;	Iwo Road
530	;	12/08/2016	;	03:45:00	;	Entry	;	Passenger Car	;	Iwo Road
531	;	12/08/2016	;	04:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
532	;	12/08/2016	;	04:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
533	;	12/08/2016	;	04:30:00	;	Entry	;	Passenger Car	;	Iwo Road
534	;	12/08/2016	;	04:45:00	;	Entry	;	Bus	;	Iwo Road
535	;	12/08/2016	;	05:00:00	;	Entry	;	Passenger Car 	;	Iwo Road
536	;	12/08/2016	;	05:15:00	;	Entry	;	Bus 	;	Iwo Road
537	;	12/08/2016	;	05:30:00	;	Entry	;	Bus	;	Iwo Road
538	;	12/08/2016	;	05:45:00	;	Exit	;	Passenger Car 	;	Iwo Road
539	;	12/08/2016	;	06:00:00	;	Exit 	;	Bus 	;	Iwo Road
540	;	12/08/2016	;	06:15:00	;	Exit	;	Passenger Car	;	Iwo Road
541	;	12/08/2016	;	06:30:00	;	Exit	;	Passenger Car	;	Iwo Road
542	;	13/08/2016	;	06:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
543	;	13/08/2016	;	07:00:00	;	Exit 	;	Bus	;	Iwo Road
544	;	13/08/2016	;	07:15:00	;	Exit	;	Passenger Car	;	Iwo Road
545	;	13/08/2016	;	07:30:00	;	Entry	;	Passenger Car	;	Iwo Road
546	;	13/08/2016	;	07:45:00	;	Exit	;	Bus	;	Iwo Road
547	;	13/08/2016	;	08:00:00	;	Exit	;	Bus	;	Iwo Road
548	;	13/08/2016	;	08:15:00	;	Exit	;	Passenger Car	;	Iwo Road
549	;	13/08/2016	;	08:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
550	;	13/08/2016	;	08:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
551	;	13/08/2016	;	09:00:00	;	Entry	;	Passenger Car	;	Iwo Road
552	;	13/08/2016	;	09:15:00	;	Entry	;	Passenger Car	;	Iwo Road
553	;	13/08/2016	;	09:30:00	;	Exit	;	Bus	;	Iwo Road
554	;	13/08/2016	;	09:45:00	;	Exit	;	Passenger Car	;	Iwo Road
555	;	13/08/2016	;	10:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
556	;	13/08/2016	;	10:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
557	;	13/08/2016	;	10:30:00	;	Entry	;	Bus	;	Iwo Road
558	;	13/08/2016	;	10:45:00	;	Exit	;	Bus	;	Iwo Road
559	;	13/08/2016	;	11:00:00	;	Exit	;	Passenger Car	;	Iwo Road
560	;	13/08/2016	;	11:15:00	;	Entry	;	3-axle Trailer	;	Iwo Road
561	;	13/08/2016	;	11:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
562	;	13/08/2016	;	11:45:00	;	Exit	;	Bus	;	Iwo Road
563	;	13/08/2016	;	12:00:00	;	Exit	;	Passenger Car	;	Iwo Road
564	;	13/08/2016	;	12:15:00	;	Exit	;	Passenger Car	;	Iwo Road
565	;	13/08/2016	;	12:30:00	;	Exit	;	Bus	;	Iwo Road
566	;	13/08/2016	;	12:45:00	;	Exit	;	Bus	;	Iwo Road
567	;	13/08/2016	;	13:00:00	;	Exit	;	Passenger Car	;	Iwo Road
568	;	13/08/2016	;	13:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
569	;	13/08/2016	;	13:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
570	;	13/08/2016	;	13:45:00	;	Entry	;	Bus	;	Iwo Road
571	;	13/08/2016	;	14:00:00	;	Entry	;	Passenger Car	;	Iwo Road
572	;	13/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
573	;	13/08/2016	;	14:30:00	;	Entry	;	Bus	;	Iwo Road
574	;	13/08/2016	;	14:45:00	;	Exit	;	Bus	;	Iwo Road
575	;	13/08/2016	;	15:00:00	;	Entry	;	3-axle Trailer	;	Iwo Road
576	;	13/08/2016	;	15:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
577	;	13/08/2016	;	15:30:00	;	Exit	;	Bus 	;	Iwo Road
578	;	13/08/2016	;	15:45:00	;	Entry	;	Passenger Car	;	Iwo Road
579	;	13/08/2016	;	16:00:00	;	Entry	;	Passenger Car	;	Iwo Road
580	;	13/08/2016	;	16:15:00	;	Exit	;	Bus	;	Iwo Road
581	;	13/08/2016	;	16:30:00	;	Exit	;	3-axle Trailer	;	Iwo Road
582	;	13/08/2016	;	16:45:00	;	Entry	;	Passenger Car	;	Iwo Road
583	;	13/08/2016	;	17:00:00	;	Entry	;	Passenger Car	;	Iwo Road
584	;	13/08/2016	;	17:15:00	;	Entry	;	Bus	;	Iwo Road
585	;	13/08/2016	;	17:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
586	;	13/08/2016	;	17:45:00	;	Exit	;	Passenger Car	;	Iwo Road
587	;	13/08/2016	;	18:00:00	;	Exit	;	3-axle Trailer	;	Iwo Road
588	;	13/08/2016	;	18:15:00	;	Entry	;	2-axle Trailer	;	Iwo Road
589	;	13/08/2016	;	18:30:00	;	Entry	;	Passenger Car	;	Iwo Road
590	;	13/08/2016	;	18:45:00	;	Entry	;	Passenger Car	;	Iwo Road
591	;	13/08/2016	;	19:00:00	;	Entry	;	Bus	;	Iwo Road
592	;	13/08/2016	;	19:15:00	;	Entry	;	Passenger Car	;	Iwo Road
593	;	13/08/2016	;	19:30:00	;	Exit	;	Passenger Car	;	Iwo Road
594	;	13/08/2016	;	19:45:00	;	Exit	;	Bus	;	Iwo Road
595	;	13/08/2016	;	20:00:00	;	Entry	;	2-axle Trailer	;	Iwo Road
596	;	13/08/2016	;	20:15:00	;	Entry	;	Bus	;	Iwo Road
597	;	13/08/2016	;	20:30:00	;	Exit	;	Passenger Car	;	Iwo Road
598	;	13/08/2016	;	20:45:00	;	Exit	;	Passenger Car	;	Iwo Road
599	;	13/08/2016	;	21:00:00	;	Exit	;	Bus	;	Iwo Road
600	;	13/08/2016	;	21:15:00	;	Exit	;	Bus	;	Iwo Road
601	;	13/08/2016	;	21:30:00	;	Exit	;	Bus	;	Iwo Road
602	;	13/08/2016	;	21:45:00	;	Exit	;	Passenger Car	;	Iwo Road
603	;	13/08/2016	;	22:00:00	;	Entry	;	Passenger Car	;	Iwo Road
604	;	13/08/2016	;	22:15:00	;	Exit	;	Bus	;	Iwo Road
605	;	13/08/2016	;	22:30:00	;	Exit	;	Bus	;	Iwo Road
606	;	13/08/2016	;	22:45:00	;	Exit	;	Passenger Car	;	Iwo Road
607	;	13/08/2016	;	23:00:00	;	Exit	;	Passenger Car	;	Iwo Road
608	;	13/08/2016	;	23:15:00	;	Exit	;	Passenger Car	;	Iwo Road
609	;	13/08/2016	;	23:30:00	;	Exit	;	2-axle Trailer	;	Iwo Road
610	;	13/08/2016	;	23:45:00	;	Exit	;	3-axle Trailer	;	Iwo Road
611	;	14/08/2016	;	03:10:00	;	Exit	;	Passenger Car	;	Iwo Road
612	;	14/08/2016	;	03:25:10	;	Entry	;	Passenger Car	;	Iwo Road
613	;	14/08/2016	;	03:12:58	;	Entry 	;	Bus	;	Iwo Road
614	;	14/08/2016	;	04:10:15	;	Entry 	;	Passenger Car	;	Iwo Road
615	;	14/08/2016	;	05:09:36	;	Entry	;	Passenger car	;	Iwo Road
616	;	14/08/2016	;	06:00:00	;	Exit 	;	Bus	;	Iwo Road
617	;	14/08/2016	;	08:15:00	;	Entry 	;	Bus	;	Iwo Road
618	;	14/08/2016	;	09:00:00	;	Entry	;	Passenger Car	;	Iwo Road
619	;	14/08/2016	;	09:15:00	;	Entry	;	Passenger Car	;	Iwo Road
620	;	14/08/2016	;	09:30:00	;	Entry	;	2-axle Trailer	;	Iwo Road
621	;	14/08/2016	;	09:45:00	;	Entry	;	3-axle Trailer	;	Iwo Road
622	;	14/08/2016	;	11:15:00	;	Entry	;	Bus	;	Iwo Road
623	;	14/08/2016	;	12:00:00	;	Entry	;	Passenger Car	;	Iwo Road
624	;	14/08/2016	;	14:15:00	;	Entry	;	Passenger Car	;	Iwo Road
625	;	14/08/2016	;	14:30:00	;	Entry	;	Bus	;	Iwo Road
626	;	14/08/2016	;	15:34:12	;	Entry	;	Passenger Car	;	Iwo Road
627	;	14/08/2016	;	16:54:11	;	Entry	;	3-axle Trailer	;	Iwo Road
628	;	14/08/2016	;	16:57:13	;	Entry	;	2-axle Trailer	;	Iwo Road
629	;	14/08/2016	;	16:59:00	;	Entry	;	Bus	;	Iwo Road
630	;	14/08/2016	;	17:15:00	;	Entry	;	Passenger Car	;	Iwo Road
631	;	14/08/2016	;	17:30:00	;	Entry	;	Passenger Car	;	Iwo Road
632	;	14/08/2016	;	17:45:00	;	Entry	;	Bus	;	Iwo Road
633	;	14/08/2016	;	18:00:00	;	Exit	;	Bus	;	Iwo Road
634	;	14/08/2016	;	18:15:00	;	Exit 	;	Passenger Car	;	Iwo Road
635	;	14/08/2016	;	19:00:00	;	Exit	;	2-axle Trailer	;	Iwo Road
636	;	14/08/2016	;	19:15:00	;	Exit	;	3-axle Trailer	;	Iwo Road
637	;	14/08/2016	;	19:30:00	;	Entry	;	Passenger Car	;	Iwo Road
638	;	14/08/2016	;	19:45:00	;	Exit 	;	Passenger Car	;	Iwo Road
639	;	14/08/2016	;	19:48:12	;	Exit	;	Bus	;	Iwo Road
640	;	14/08/2016	;	19:55:45	;	Entry	;	Passenger Car	;	Iwo Road
641	;	14/08/2016	;	19:57:00	;	Exit	;	2-axle Trailer	;	Iwo Road
642	;	14/08/2016	;	20:10:15	;	Exit	;	3-axle Trailer	;	Iwo Road
643	;	14/08/2016	;	20:12:23	;	Exit	;	Bus	;	Iwo Road
644	;	14/08/2016	;	22:14:19	;	Entry	;	Bus	;	Iwo Road
645	;	14/08/2016	;	22:22:22	;	Entry	;	Passenger Car	;	Iwo Road
646	;	14/08/2016	;	22:30:00	;	Entry	;	Bus	;	Iwo Road
647	;	14/08/2016	;	23:15:00	;	Entry	;	Passenger Car	;	Iwo Road
648	;	14/08/2016	;	23:30:00	;	Exit	;	Passenger Car	;	Iwo Road
649	;	14/08/2016	;	23:58:59	;	Exit	;	Bus	;	Iwo Road
650	;	14/08/2016	;	23:59:59	;	Exit	;	Bus	;	Iwo Road
651	;	15/08/2016	;	06:00:00	;	Entry	;	Bus	;	Iwo Road
652	;	15/08/2016	;	06:15:00	;	Entry	;	Passenger Car	;	Iwo Road
653	;	15/08/2016	;	06:30:00	;	Exit	;	Passenger Car	;	Iwo Road
654	;	15/08/2016	;	06:45:00	;	Entry	;	Bus	;	Iwo Road
655	;	15/08/2016	;	07:00:00	;	Exit	;	Bus	;	Iwo Road
656	;	15/08/2016	;	07:15:00	;	Exit	;	Passenger Car	;	Iwo Road
